UID          PID    PPID  C STIME TTY          TIME CMD
keefer      1759    1042  0 21:00 ?        00:00:02 /usr/libexec/tracker-miner-fs-3
keefer      1797    1042  0 21:00 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.ScreenSaver
keefer      1798    1042  0 21:00 ?        00:00:00 /usr/libexec/gsd-xsettings
keefer      1811    1271  0 21:00 ?        00:00:01 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com -M 0 -D 0:0:800:600:1:27:0:74:0:0
keefer      1846    1042  0 21:00 ?        00:00:00 /usr/libexec/ibus-x11
keefer      1971    1247  0 21:01 ?        00:00:00 update-notifier
keefer      2522    1042  0 21:03 ?        00:00:00 /usr/bin/seahorse --gapplication-service
keefer      2525    1042  0 21:03 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
keefer      2853    1271  2 21:04 ?        00:00:34 /snap/firefox/1635/usr/lib/firefox/firefox
keefer      3033    2853  0 21:04 ?        00:00:00 /snap/firefox/1635/usr/lib/firefox/firefox -contentproc -parentBuildID 20220730053005 -prefsLen 17669 -prefMapSize 220559 -appDir /snap/firefox/1635/usr/lib/firefox/browser 2853 true socket
keefer      3067    2853  0 21:04 ?        00:00:00 /snap/firefox/1635/usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 19951 -prefMapSize 220559 -jsInitLen 267752 -parentBuildID 20220730053005 -appDir /snap/firefox/1635/usr/lib/firefox/browser 2853 true tab
keefer      3093    2853  0 21:04 ?        00:00:02 /snap/firefox/1635/usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 20135 -prefMapSize 220559 -jsInitLen 267752 -parentBuildID 20220730053005 -appDir /snap/firefox/1635/usr/lib/firefox/browser 2853 true tab
keefer      3133    1042  0 21:04 ?        00:00:00 /usr/bin/snap userd
keefer      3251    2853  0 21:04 ?        00:00:00 /snap/firefox/1635/usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 21151 -prefMapSize 220559 -jsInitLen 267752 -parentBuildID 20220730053005 -appDir /snap/firefox/1635/usr/lib/firefox/browser 2853 true tab
keefer      3761    2853  0 21:04 ?        00:00:07 /snap/firefox/1635/usr/lib/firefox/firefox -contentproc -childID 4 -isForBrowser -prefsLen 28666 -prefMapSize 220559 -jsInitLen 267752 -parentBuildID 20220730053005 -appDir /snap/firefox/1635/usr/lib/firefox/browser 2853 true tab
keefer      3893    2853  0 21:04 ?        00:00:00 /snap/firefox/1635/usr/lib/firefox/firefox -contentproc -childID 5 -isForBrowser -prefsLen 28858 -prefMapSize 220559 -jsInitLen 267752 -parentBuildID 20220730053005 -appDir /snap/firefox/1635/usr/lib/firefox/browser 2853 true tab
keefer      3898    2853  0 21:04 ?        00:00:00 /snap/firefox/1635/usr/lib/firefox/firefox -contentproc -childID 6 -isForBrowser -prefsLen 28858 -prefMapSize 220559 -jsInitLen 267752 -parentBuildID 20220730053005 -appDir /snap/firefox/1635/usr/lib/firefox/browser 2853 true tab
keefer      3936    2853  0 21:04 ?        00:00:00 /snap/firefox/1635/usr/lib/firefox/firefox -contentproc -parentBuildID 20220730053005 -prefsLen 29396 -prefMapSize 220559 -appDir /snap/firefox/1635/usr/lib/firefox/browser 2853 true rdd
keefer      3948    2853  0 21:04 ?        00:00:00 /snap/firefox/1635/usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 29396 -prefMapSize 220559 -jsInitLen 267752 -parentBuildID 20220730053005 -appDir /snap/firefox/1635/usr/lib/firefox/browser 2853 true tab
keefer      3965    2853  0 21:05 ?        00:00:00 /snap/firefox/1635/usr/lib/firefox/firefox -contentproc -parentBuildID 20220730053005 -sandboxingKind 1 -prefsLen 29396 -prefMapSize 220559 -appDir /snap/firefox/1635/usr/lib/firefox/browser 2853 true utility
root        4596       2  0 21:06 ?        00:00:00 [kworker/1:0-rcu_par_gp]
root        4681       2  0 21:06 ?        00:00:00 [kworker/0:1-events]
keefer      4738    1042  0 21:06 ?        00:00:00 /snap/snapd-desktop-integration/49/usr/bin/snapd-desktop-integration
keefer      4906    4738  0 21:06 ?        00:00:00 /snap/snapd-desktop-integration/49/usr/bin/snapd-desktop-integration
root        7678       2  0 21:15 ?        00:00:00 [kworker/u256:0-ext4-rsv-conversion]
root        7680       2  0 21:15 ?        00:00:00 [kworker/u256:2-events_unbound]
root       20971       2  0 21:17 ?        00:00:00 [kworker/0:0-events]
root       40121       2  0 21:20 ?        00:00:00 [kworker/u256:1-flush-8:0]
root       43726       2  0 21:21 ?        00:00:00 [kworker/1:1-events]
root       43754       1  0 21:21 ?        00:00:00 /usr/lib/snapd/snapd
keefer     43948    1042  0 21:21 ?        00:00:00 /usr/libexec/gnome-terminal-server
keefer     43994   43948  0 21:21 pts/0    00:00:00 bash
root       44741       2  0 21:22 ?        00:00:00 [kworker/0:2-events]
keefer     45531   43994  0 21:26 pts/0    00:00:00 ps -ef
